rgn_id,year,days_avg
1.0,2009.0,55.30549039497876
1.0,2010.0,197.38759272173968
1.0,2011.0,323.6802447219933
1.0,2012.0,202.79436378621696
1.0,2013.0,184.80121093007037
1.0,2014.0,350.3904456983453
1.0,2015.0,269.3000697394281
2.0,2009.0,200.70565567267369
2.0,2010.0,167.14719105368545
2.0,2011.0,258.64146737693153
2.0,2012.0,263.48252672938156
2.0,2013.0,212.98998828818617
2.0,2014.0,234.09074766708224
2.0,2015.0,251.81971362726208
3.0,2009.0,55.200464128771046
3.0,2010.0,210.73633535772478
3.0,2011.0,252.6296351157853
3.0,2012.0,241.89571915271813
3.0,2013.0,284.5925541895028
3.0,2014.0,205.6431639757073
3.0,2015.0,197.67980052337927
4.0,2009.0,249.98415082407809
4.0,2010.0,208.63005414805738
4.0,2011.0,250.4029485000593
4.0,2012.0,265.0689300818149
4.0,2013.0,216.18781866329394
4.0,2014.0,247.44812458005612
4.0,2015.0,256.01743014110116
5.0,2009.0,135.29283246014938
5.0,2010.0,193.64095418570952
5.0,2011.0,194.75365065210121
5.0,2012.0,194.56961319808272
5.0,2013.0,222.66146471965223
5.0,2014.0,194.94900234087615
5.0,2015.0,165.30977594471074
6.0,2009.0,266.51249547265485
6.0,2010.0,339.33526500060367
6.0,2011.0,306.86305283914845
6.0,2012.0,281.58883657290033
6.0,2013.0,336.30218519859955
6.0,2014.0,317.1266449354099
6.0,2015.0,315.6236468268341
8.0,2009.0,18.62847790507365
8.0,2010.0,58.62465902891435
8.0,2011.0,195.25422804146208
8.0,2012.0,159.4012547735952
8.0,2013.0,158.53191489361703
8.0,2014.0,284.5769230769231
8.0,2015.0,162.3278777959629
NA,2009.0,NA
NA,2010.0,NA
NA,2011.0,NA
NA,2012.0,NA
NA,2013.0,NA
NA,2014.0,NA
NA,2015.0,NA
