year,rgn_id,chem_pressure
2002,1,0.1255385073318983
2002,2,0.07570781493717682
2002,3,0.12119579565051367
2002,4,0.1549753151752139
2002,5,0.2267595249053377
2002,6,0.33932558799445756
2002,8,0.09408502297256534
2003,1,0.12553003211605038
2003,2,0.07569474317733395
2003,3,0.12114887216736651
2003,4,0.15481446581875813
2003,5,0.22611697599036854
2003,6,0.33883084774392974
2003,8,0.09408464537413434
2004,1,0.1255677963586996
2004,2,0.0756821574466808
2004,3,0.12115810259675823
2004,4,0.1548363978818539
2004,5,0.22608096340850792
2004,6,0.3387973458167329
2004,8,0.09408780854032123
2005,1,0.12558434714667482
2005,2,0.07569450665439963
2005,3,0.12113796835391698
2005,4,0.15488750039262056
2005,5,0.22619412719360982
2005,6,0.3388291647516197
2005,8,0.09408756665835931
2006,1,0.12556538662299063
2006,2,0.07573765111492027
2006,3,0.12114077189943548
2006,4,0.15483116810239234
2006,5,0.22606912729680612
2006,6,0.3388039606608914
2006,8,0.09408571998160487
2007,1,0.12574887503886328
2007,2,0.07573554442303358
2007,3,0.12110399380769239
2007,4,0.15492844816942633
2007,5,0.2271688908808104
2007,6,0.33883347349446197
2007,8,0.09408809154182475
2008,1,0.12554801342462568
2008,2,0.07620492961141083
2008,3,0.12118403382770132
2008,4,0.1548376641951698
2008,5,0.22620343589812658
2008,6,0.3389453184949518
2008,8,0.09409797815677315
2009,1,0.1254913639739491
2009,2,0.0758499741706842
2009,3,0.12112891171047223
2009,4,0.15477129913280463
2009,5,0.22648102854882568
2009,6,0.33854714419692306
2009,8,0.09409107481167601
2010,1,0.1260321682052322
2010,2,0.07570874991368429
2010,3,0.12124894782333959
2010,4,0.15491895767128236
2010,5,0.227480779234557
2010,6,0.339586422347276
2010,8,0.09412501578321769
2011,1,0.1255260115236095
2011,2,0.07566686301203804
2011,3,0.12107647057832577
2011,4,0.15480871599083862
2011,5,0.22789254106999354
2011,6,0.33849175875770354
2011,8,0.09408392783745506
2012,1,0.1255991855591854
2012,2,0.07571326331958148
2012,3,0.12120688259702293
2012,4,0.15477482050421057
2012,5,0.2264308798034159
2012,6,0.3384608613508847
2012,8,0.09409542451125388
2013,1,0.1255925075038908
2013,2,0.07566357749911032
2013,3,0.12110173788766217
2013,4,0.15478237168627404
2013,5,0.22634342294459997
2013,6,0.33824207078136503
2013,8,0.09407941641455264
