pfma_id,pfmsa_id,rgn_id,area_km2
1,1,2,140
1,2,2,109
1,3,2,105
1,4,2,39
1,5,2,336
1,6,2,313
1,7,2,46
2,1,2,278
2,2,2,63
2,3,2,91
2,4,2,29
2,5,2,7
2,6,2,95
2,7,2,174
2,8,2,172
2,9,2,21
2,10,2,75
2,11,2,219
2,12,2,161
2,13,2,30
2,14,2,87
2,15,2,55
2,16,2,8
2,17,2,42
2,18,2,71
2,19,2,52
2,31,2,87
2,32,2,2
2,33,2,4
2,34,2,5
2,35,2,18
2,36,2,5
2,37,2,3
2,38,2,208
2,39,2,4
2,40,2,4
2,41,2,3
2,42,2,14
2,43,2,12
2,44,2,5
2,45,2,9
2,46,2,4
2,47,2,5
2,48,2,14
2,49,2,65
2,50,2,9
2,51,2,6
2,52,2,2
2,53,2,12
2,54,2,5
2,55,2,4
2,56,2,3
2,57,2,2
2,58,2,3
2,59,2,4
2,60,2,10
2,61,2,6
2,62,2,12
2,63,2,19
2,64,2,14
2,65,2,10
2,66,2,9
2,67,2,8
2,68,2,79
2,69,2,35
2,70,2,9
2,71,2,5
2,72,2,2
2,73,2,13
2,74,2,2
2,75,2,60
2,76,2,17
2,77,2,5
2,78,2,108
2,79,2,46
2,80,2,5
2,81,2,2
2,82,2,12
2,83,2,4
2,84,2,1
2,85,2,17
2,86,2,15
2,87,2,12
2,88,2,61
2,89,2,7
2,90,2,7
2,91,2,4
2,92,2,15
2,93,2,1
2,94,2,1
2,95,2,3
2,96,2,1
2,97,2,28
2,98,2,10
2,99,2,4
2,100,2,1
3,1,1,449
3,2,1,79
3,3,1,205
3,4,1,45
3,5,1,2
3,6,1,67
3,7,1,145
3,8,1,19
3,9,1,26
3,10,1,30
3,12,1,141
3,13,1,32
3,14,1,205
3,15,1,63
3,16,1,12
3,17,1,31
4,1,1,357
4,2,1,343
4,3,1,142
4,4,1,12
4,5,1,406
4,6,1,2
4,7,1,3
4,8,1,14
4,9,1,586
4,10,1,50
4,11,1,18
4,12,1,278
4,13,1,128
4,14,1,1
4,15,1,39
5,1,1,53
5,2,1,60
5,3,1,45
5,4,1,44
5,5,1,9
5,6,1,5
5,7,1,5
5,8,1,9
5,9,1,25
5,10,1,139
5,11,1,310
5,12,1,14
5,13,1,93
5,14,1,77
5,15,1,8
5,16,1,47
5,17,1,257
5,18,1,6
5,19,1,12
5,20,1,259
5,21,1,15
5,22,1,159
5,23,1,81
5,24,1,41
6,1,1,327
6,2,1,186
6,3,1,159
6,4,1,79
6,5,1,301
6,6,1,187
6,7,1,41
6,8,1,7
6,9,1,481
6,10,1,378
6,11,1,45
6,11,8,8
6,12,1,31
6,12,8,6
6,13,1,109
6,13,8,127
6,14,8,73
6,15,3,3
6,15,8,21
6,16,3,136
6,16,8,83
6,17,3,52
6,17,8,62
6,18,3,28
6,19,3,99
6,20,1,31
6,20,3,79
6,20,8,20
6,21,8,5
6,22,3,8
6,23,3,13
6,24,3,4
6,25,3,19
6,26,1,10
6,27,1,8
6,28,1,47
7,1,3,378
7,2,3,121
7,3,3,262
7,4,3,71
7,5,3,55
7,6,3,81
7,7,3,34
7,8,3,3
7,9,3,140
7,10,3,61
7,11,3,25
7,12,3,85
7,13,3,48
7,14,3,98
7,15,3,65
7,16,3,46
7,17,3,86
7,18,3,105
7,19,3,30
7,20,3,9
7,21,3,8
7,22,3,1
7,23,3,21
7,24,3,26
7,25,3,276
7,26,3,208
7,27,3,87
7,28,3,30
7,29,3,36
7,30,3,20
7,31,3,193
7,31,8,9
7,32,3,19
8,1,3,182
8,2,3,46
8,3,3,47
8,4,3,238
8,5,3,75
8,6,3,8
8,7,3,160
8,8,3,84
8,9,3,62
8,10,3,38
8,11,3,46
8,12,3,86
8,13,3,133
8,14,3,56
8,15,3,138
8,16,3,98
9,1,3,140
9,2,3,89
9,3,3,26
9,4,3,30
9,5,3,18
9,6,3,40
9,7,3,8
9,8,3,16
9,10,3,17
9,11,3,26
9,12,3,92
10,1,3,253
10,1,4,179
10,2,3,51
10,2,4,134
10,3,4,41
10,4,4,52
10,5,4,17
10,6,4,12
10,7,4,14
10,8,4,7
10,9,4,11
10,10,4,19
10,12,4,15
11,1,4,306
11,2,4,528
11,3,4,85
11,4,4,2
11,8,4,11
11,9,4,8
11,10,4,33
12,1,4,67
12,2,4,50
12,3,4,123
12,4,4,9
12,5,4,42
12,6,4,210
12,7,4,360
12,8,4,145
12,9,4,266
12,10,4,21
12,11,4,102
12,12,4,46
12,13,4,187
12,14,4,39
12,15,4,81
12,16,4,111
12,17,4,17
12,18,4,101
12,19,4,30
12,20,4,3
12,21,4,2
12,22,4,14
12,23,4,25
12,24,4,3
12,25,4,18
12,26,4,123
12,27,4,80
12,28,4,13
12,29,4,17
12,30,4,50
12,31,4,32
12,32,4,23
12,33,4,23
12,34,4,36
12,35,4,97
12,36,4,15
12,37,4,9
12,38,4,20
12,39,4,120
12,40,4,69
12,41,4,101
12,42,4,28
12,43,4,34
12,44,4,4
12,45,4,44
12,46,4,8
12,47,4,16
12,48,4,12
13,1,4,19
13,1,6,79
13,2,4,3
13,2,6,6
13,3,4,48
13,4,4,1
13,5,4,3
13,6,4,11
13,7,4,17
13,8,4,7
13,9,4,18
13,10,4,18
13,11,4,9
13,12,4,35
13,13,4,21
13,14,4,77
13,14,6,7
13,15,4,1
13,15,6,45
13,16,4,23
13,16,6,19
13,17,4,28
13,17,6,20
13,18,4,28
13,18,6,6
13,19,6,44
13,20,4,37
13,21,4,107
13,22,4,145
13,23,4,41
13,24,4,20
13,25,4,17
13,26,4,39
13,27,4,10
13,28,4,31
13,29,4,9
13,30,4,11
13,31,4,14
13,32,4,28
13,33,4,17
13,34,4,2
13,35,4,21
13,36,4,23
13,37,4,14
13,38,4,4
13,39,4,6
13,40,4,8
13,41,4,19
13,42,4,28
13,43,4,37
14,1,6,22
14,2,6,22
14,3,6,210
14,4,6,105
14,5,6,165
14,6,6,160
14,7,6,29
14,8,6,37
14,9,6,107
14,10,6,17
14,11,6,33
14,12,6,206
14,13,6,551
14,14,6,10
14,15,6,15
15,1,6,159
15,2,6,260
15,3,6,119
15,4,6,23
15,5,6,311
15,6,6,86
16,1,6,95
16,2,6,77
16,3,6,2
16,4,6,4
16,5,6,14
16,6,6,42
16,7,6,37
16,8,6,13
16,9,6,6
16,10,6,19
16,11,6,78
16,12,6,52
16,13,6,90
16,14,6,40
16,15,6,46
16,16,6,13
16,17,6,22
16,18,6,217
16,19,6,29
16,20,6,3
16,21,6,193
16,22,6,8
17,1,6,20
17,2,6,59
17,3,6,15
17,4,6,57
17,5,6,30
17,6,6,53
17,7,6,11
17,8,6,14
17,9,6,44
17,10,6,36
17,11,6,584
17,12,6,103
17,13,6,17
17,14,6,11
17,15,6,3
17,16,6,17
17,17,6,23
17,18,6,31
17,19,6,6
17,20,6,5
17,21,6,1
18,1,6,202
18,2,6,22
18,3,6,32
18,4,6,71
18,5,6,82
18,6,6,72
18,7,6,42
18,8,6,11
18,9,6,2
18,10,6,9
18,11,6,27
19,1,5,4
19,2,5,4
19,3,5,362
19,4,5,118
19,5,5,142
19,5,6,115
19,6,6,1
19,7,6,14
19,8,6,45
19,9,6,1
19,10,6,2
19,11,6,5
19,12,6,2
20,1,5,230
20,2,5,12
20,3,5,171
20,4,5,327
20,5,5,315
20,6,5,8
20,7,5,11
21,0,5,57
23,1,5,18
23,2,5,20
23,3,5,19
23,4,5,52
23,5,5,32
23,6,5,75
23,7,5,104
23,8,5,103
23,9,5,28
23,10,5,31
23,11,5,63
24,1,5,38
24,2,5,55
24,3,5,17
24,4,5,29
24,5,5,34
24,6,5,101
24,7,5,52
24,8,5,35
24,9,5,32
24,10,5,26
24,11,5,17
24,12,5,33
24,13,5,9
24,14,5,11
25,1,5,21
25,2,5,16
25,3,5,17
25,4,5,29
25,5,5,11
25,6,5,67
25,7,5,26
25,8,5,22
25,9,5,26
25,10,5,5
25,11,5,23
25,12,5,10
25,13,5,138
25,14,5,21
25,15,5,12
25,16,5,3
26,1,5,98
26,2,5,34
26,3,5,6
26,4,5,24
26,5,5,33
26,6,5,23
26,7,5,91
26,8,5,11
26,9,5,10
26,10,5,26
26,11,4,2
26,11,5,4
27,1,4,38
27,2,4,130
27,3,4,19
27,4,4,152
27,5,4,34
27,6,4,31
27,7,4,66
27,8,4,36
27,9,4,1
27,10,4,16
27,11,4,48
28,1,6,92
28,2,6,122
28,3,6,39
28,4,6,36
28,5,6,37
28,6,6,5
28,7,6,38
28,8,6,8
28,9,6,3
28,10,6,15
28,11,6,13
28,12,6,24
28,13,6,4
28,14,6,1
29,1,6,42
29,2,6,357
29,3,6,562
29,4,6,325
29,5,6,159
29,6,6,40
29,7,6,47
29,8,6,113
29,9,6,70
29,10,6,85
29,11,6,1
29,12,6,2
101,1,2,1356
101,1,7,3611
101,2,2,2064
101,2,7,1291
101,3,2,1664
101,4,2,268
101,5,2,1297
101,6,2,1361
101,7,2,475
101,8,1,18
101,8,2,324
101,9,1,15
101,9,2,1071
101,10,2,886
102,1,2,3163
102,2,2,7177
102,3,2,3060
103,0,1,261
103,0,2,1
104,1,1,64
104,1,2,85
104,2,1,652
104,2,2,69
104,3,1,561
104,3,2,153
104,4,2,141
104,5,2,335
105,1,1,1481
105,1,2,499
105,2,1,1398
105,2,2,280
106,1,1,2420
106,1,2,221
106,2,1,2373
106,2,2,438
106,2,3,142
106,2,8,2236
107,1,2,119
107,1,3,531
107,1,8,451
107,2,2,755
107,2,3,3318
107,2,8,97
107,3,3,196
108,1,2,3
108,1,3,2167
108,2,2,1616
108,2,3,1036
109,0,2,71
109,0,3,784
110,0,2,226
110,0,3,2158
110,0,4,2
111,0,3,2131
111,0,4,2386
121,1,5,287
121,2,5,479
121,3,5,441
123,1,5,159
123,2,5,274
123,3,5,176
123,4,5,208
123,5,5,282
123,6,5,300
123,7,5,307
123,8,5,1016
123,9,5,2595
123,9,7,1739
124,1,5,1644
124,1,7,2730
124,2,5,4225
124,2,7,16636
124,3,5,1882
124,4,5,422
125,1,5,158
125,2,5,133
125,3,5,385
125,4,5,420
125,5,5,4284
125,5,7,925
125,6,5,895
125,6,7,59280
126,1,5,650
126,2,5,2187
126,2,7,315
126,3,5,416
126,3,7,4057
126,4,4,12
126,4,5,289
126,4,7,1110
127,1,4,414
127,2,4,3109
127,2,5,1
127,2,7,74082
127,3,4,410
127,4,3,999
127,4,4,1151
127,4,7,19929
130,1,2,597
130,1,3,1520
130,1,7,20395
130,2,2,1652
130,2,3,5
130,2,7,20862
130,3,2,758
130,3,7,14148
142,1,2,4202
142,1,7,39216
142,2,2,5527
142,2,7,35396
