loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,1995.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,1995.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,1995.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,1995.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,1996.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,1996.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,1996.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,1996.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,1997.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,1997.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,1997.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,1997.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,1998.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,1998.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,1998.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,1998.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,1999.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,1999.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,1999.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,1999.0
57713,0.08660714285714285,-0.08333333333333333,96,30,aquamaps,2e3
57714,0.1206896551724138,-0.125,29,12,aquamaps,2e3
58433,0.06543778801843318,-0.07142857142857142,124,35,aquamaps,2e3
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2e3
57713,0.08660714285714285,-0.08333333333333333,96,30,aquamaps,2001.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,2001.0
58433,0.06543778801843318,-0.07142857142857142,124,35,aquamaps,2001.0
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2001.0
57713,0.08660714285714285,-0.08333333333333333,96,30,aquamaps,2002.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,2002.0
58433,0.06543778801843318,-0.07142857142857142,124,35,aquamaps,2002.0
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2002.0
57713,0.08660714285714285,-0.08333333333333333,96,30,aquamaps,2003.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,2003.0
58433,0.06543778801843318,-0.07142857142857142,124,35,aquamaps,2003.0
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2003.0
57713,0.08660714285714285,-0.08333333333333333,96,30,aquamaps,2004.0
57714,0.1206896551724138,-0.125,29,12,aquamaps,2004.0
58433,0.06543778801843318,-0.07142857142857142,124,35,aquamaps,2004.0
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2004.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2005.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2005.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2005.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2005.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2006.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2006.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2006.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2006.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2007.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2007.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2007.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2007.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2008.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2008.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2008.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2008.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2009.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2009.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2009.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2009.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2010.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2010.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2010.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2010.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2011.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2011.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2011.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2011.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2012.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2012.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2012.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2012.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2013.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2013.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2013.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2013.0
57713,0.0886904761904762,-0.08333333333333333,96,30,aquamaps,2014.0
57714,0.12758620689655173,-0.125,29,12,aquamaps,2014.0
58433,0.06705069124423964,-0.07142857142857142,124,35,aquamaps,2014.0
58434,0.059752747252747256,-0.08064516129032258,104,31,aquamaps,2014.0
57713,0.09285714285714286,-0.08333333333333333,96,30,aquamaps,2015.0
57714,0.14827586206896554,-0.125,29,12,aquamaps,2015.0
58433,0.07027649769585254,-0.07142857142857142,124,35,aquamaps,2015.0
58434,0.05782967032967033,-0.08064516129032258,104,31,aquamaps,2015.0
